,4060015100,4060015110,4060015260,4060015270,4060017110,4060017120,4060017490,4060017500,4060017640,4060017650,4060017860,4060017870,4060018070,4060018080,4060018230,4060018240,4060018280,4060018290,4060018330,4060018340,4060018350,4060018360,4060018370,4060018410,4060018420,4060018970,4060018990,4060019410,4060019420,4060019710,4060019720,4060020990,4060021260,4060021270,4060021320,4060021330,4060021580,4060021590,4060022350,4060022360,4060022440,4060022450,4060022790,4060023050,4060023060,4060023070,4060034180,4060034220,4060060240,4061028980,4061028990,4061031350,4061031450,4061040790,4061040840,4061041310,4061041330,4061042900,4061043000,4061043580,4061043590,4061045130,4061045140,4061045940,4061045990,4061046810,4061046870,4061062690,4061062700,4061071310,4061071320,4061073760,4061073830,4061075640,4061075650,4061077730,4061077760,4061077930,4061077940,4061080120,4061080170,4061089840,4061089850,4061096740,4061096750,4061098410,4061098480,4061100320,4061100360,4061102650,4061102660,4061104190,4061104200,4061107770,4061107780,4061108020,4061108070,4061108500,4061108580,4061108670,4061108740,4061108770,4061108860,4061110320,4061110370,4061112220,4061112280,4061120970,4061120980,4061127980,4061128040,4061128330,4061130860,4061130890,4061135810,4061135850,4061140110,4061140120,4061144860,4061144880
4060015100,,0.991489362,0.367003367,0.11746988,0.492907801,0.335548173,0.092261905,-1,-1,-1,-1,-1,-1,-1,-1,0.086053412,0.104790419,0.297385621,0.149847095,0.297385621,0.335548173,0.335548173,0.320132013,0.111111111,0.519713262,0.528776978,0.424137931,0.48409894,0.6133829,0.104790419,0.049562682,-1,0.32781457,0.149847095,0.399317406,0.846153846,0.475352113,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.846153846,-1,0.176470588,0.424137931,0.008571429,0.123867069,-1,0.136778116,0.098507463,0.11746988,-1,0.079881657,0.3125,0.067647059,0.092261905,0.123867069,0.169753086,0.061583578,0.061583578,-1,-1,-1,-1,0.13030303,0.41580756,0.098507463,0.092261905,0.086053412,0.104790419,-1,-1,0.111111111,0.169753086,0.190031153,-1,-1,-1,0.092261905,0.073746313,0.043604651,0.169753086,-1,0.176470588,0.067647059,-1,0.11746988,0.025936599,0.086053412,0.049562682,0.067647059,-1,-1,0.149847095,0.163076923,0.098507463,-1,-1,0.092261905,0.061583578,-1,-1,0.098507463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4060015110,0.991489362,,2.087209302,0.48409894,0.049562682,-1,0.163076923,-1,-1,-1,-1,0.037681159,0.196875,0.183229814,0.519713262,0.623134328,0.846153846,0.48409894,0.724806202,0.48409894,0.407534247,0.407534247,0.282467532,0.031791908,0.475352113,0.501779359,0.231746032,0.391156463,0.440972222,0.501779359,0.547101449,0.275080906,0.41580756,0.3125,0.492907801,0.74609375,0.594095941,-1,-1,-1,-1,-1,-1,-1,-1,0.123867069,0.74609375,-1,0.565693431,0.367003367,0.014326648,-1,0.224683544,-1,0.703846154,0.014326648,0.343333333,0.025936599,0.575091575,0.061583578,0.025936599,0.104790419,-1,0.238853503,0.238853503,0.156441718,-1,0.163076923,-1,0.24600639,0.904958678,0.424137931,0.111111111,0.11746988,0.399317406,-1,-1,0.13030303,0.275080906,0.424137931,0.449477352,0.320132013,0.267741935,0.399317406,0.475352113,0.6133829,0.48409894,-1,0.565693431,0.800796813,0.41580756,0.966244726,0.662878788,0.767716535,0.359060403,0.917012448,0.391156463,0.238853503,0.703846154,0.703846154,0.812,0.3125,0.632958801,0.537906137,0.683206107,0.881147541,0.399317406,0.834677419,0.594095941,0.320132013,0.183229814,0.190031153,0.073746313,0.224683544,0.061583578,-1,0.031791908,0.086053412,0.136778116,0.002849003
4060015260,0.367003367,2.087209302,,1.210045662,-1,-1,0.037681159,-1,-1,0.043604651,-1,0.41580756,0.297385621,0.210691824,0.501779359,0.703846154,1.300469484,0.367003367,1.110619469,0.367003367,0.662878788,0.662878788,0.043604651,0.143292683,0.297385621,0.217665615,0.24600639,0.267741935,0.391156463,0.335548173,0.528776978,0.432525952,0.335548173,0.11746988,0.359060403,0.407534247,0.320132013,-1,0.025936599,0.267741935,0.282467532,0.407534247,0.143292683,-1,-1,-1,0.407534247,0.267741935,0.603703704,0.086053412,-1,-1,0.253205128,-1,0.565693431,0.037681159,0.492907801,0.025936599,0.28990228,0.037681159,0.025936599,0.020114943,-1,0.055555556,0.055555556,0.13030303,-1,0.123867069,-1,0.049562682,1.820652174,0.359060403,0.037681159,0.031791908,0.69348659,-1,-1,0.055555556,0.351170569,0.253205128,0.846153846,0.800796813,0.458041958,0.69348659,0.74609375,1.429268293,0.846153846,0.407534247,0.603703704,1.300469484,0.941422594,0.991489362,1.138392857,0.834677419,0.74609375,0.756862745,0.528776978,0.724806202,1.195454545,1.138392857,0.904958678,0.857723577,0.778656126,1.069868996,0.767716535,0.74609375,0.41580756,1.412621359,0.652830189,0.231746032,0.196875,1.043290043,0.231746032,0.267741935,0.260450161,0.190031153,0.3125,0.367003367,0.501779359,0.231746032
4060015270,0.11746988,0.48409894,1.210045662,,-1,0.123867069,0.32781457,0.061583578,-1,0.176470588,0.031791908,-1,0.136778116,0.136778116,0.092261905,0.260450161,0.703846154,0.13030303,0.69348659,0.13030303,-1,-1,-1,-1,0.025936599,0.183229814,0.359060403,0.28990228,-1,0.031791908,0.176470588,0.020114943,-1,-1,0.086053412,0.275080906,0.183229814,0.061583578,-1,-1,-1,-1,-1,-1,-1,-1,0.275080906,-1,0.049562682,-1,-1,-1,-1,-1,0.037681159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.304918033,-1,0.067647059,-1,-1,0.69348659,-1,-1,-1,0.156441718,-1,-1,-1,0.13030303,-1,0.407534247,0.224683544,0.190031153,0.407534247,0.714285714,1.083333333,0.547101449,0.594095941,0.049562682,0.169753086,0.183229814,0.067647059,0.335548173,0.48409894,0.449477352,0.584558824,0.399317406,0.176470588,0.652830189,0.594095941,0.519713262,0.652830189,0.492907801,0.74609375,0.41580756,0.632958801,0.391156463,0.519713262,0.724806202,0.067647059,-1,0.528776978,0.210691824,0.176470588,0.282467532,0.11746988,0.320132013,0.440972222,0.440972222,0.253205128
4060017110,0.492907801,0.049562682,-1,-1,,2.209580838,0.475352113,0.025936599,-1,-1,-1,-1,-1,0.149847095,-1,-1,-1,0.156441718,-1,0.156441718,-1,-1,0.632958801,0.41580756,0.136778116,0.196875,0.008571429,-1,0.098507463,-1,-1,-1,0.13030303,0.176470588,0.136778116,0.367003367,0.031791908,0.061583578,-1,-1,-1,-1,-1,-1,-1,-1,0.367003367,-1,-1,0.282467532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.049562682,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4060017120,0.335548173,-1,-1,0.123867069,2.209580838,,0.756862745,0.343333333,-1,-1,-1,-1,-1,0.067647059,-1,-1,-1,-1,-1,-1,-1,-1,0.104790419,0.020114943,-1,0.073746313,0.025936599,-1,-1,-1,-1,-1,0.002849003,0.020114943,0.055555556,0.359060403,-1,-1,0.203761755,-1,-1,-1,-1,-1,-1,-1,0.359060403,-1,-1,0.123867069,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.008571429,-1,-1,-1,-1,-1,-1,-1,-1,-1
4060017490,0.092261905,0.163076923,0.037681159,0.32781457,0.475352113,0.756862745,,1.0969163,0.575091575,0.025936599,0.11746988,-1,-1,0.123867069,0.008571429,0.014326648,0.11746988,-1,0.149847095,-1,-1,-1,0.049562682,-1,0.432525952,0.475352113,0.458041958,0.466666667,0.190031153,0.020114943,0.399317406,0.104790419,-1,-1,0.176470588,0.383050847,0.440972222,0.203761755,0.067647059,-1,-1,-1,-1,-1,-1,-1,0.383050847,-1,-1,0.11746988,0.031791908,-1,-1,-1,0.383050847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.367003367,0.086053412,0.253205128,0.136778116,-1,-1,0.014326648,-1,-1,0.359060403,0.11746988,-1,-1,-1,-1,-1,-1,0.002849003,-1,0.025936599,-1,-1,-1,-1,0.020114943,-1,-1,0.014326648,0.320132013,-1,0.32781457,0.260450161,-1,0.123867069,0.086053412,0.260450161,-1,0.492907801,-1,0.231746032,0.24600639,0.297385621,0.176470588,0.156441718,0.343333333,0.519713262,-1,0.32781457,0.432525952,0.375,0.008571429,0.231746032,0.143292683,-1,0.210691824
4060017500,-1,-1,-1,0.061583578,0.025936599,0.343333333,1.0969163,,2.625,0.881147541,0.673003802,0.061583578,0.196875,0.282467532,0.399317406,0.343333333,0.383050847,-1,0.183229814,-1,-1,-1,-1,-1,0.020114943,0.025936599,0.123867069,0.169753086,-1,-1,-1,-1,-1,-1,-1,-1,0.061583578,0.267741935,0.48409894,0.143292683,0.143292683,-1,-1,0.014326648,-1,0.24600639,-1,0.143292683,0.067647059,0.275080906,-1,-1,0.183229814,-1,0.282467532,-1,-1,-1,-1,-1,-1,0.008571429,-1,-1,-1,0.143292683,-1,0.41580756,-1,0.086053412,-1,0.210691824,0.061583578,0.055555556,0.335548173,-1,0.231746032,0.020114943,0.086053412,0.020114943,0.037681159,-1,-1,0.190031153,0.267741935,-1,0.231746032,-1,0.067647059,0.217665615,-1,0.367003367,0.008571429,0.510714286,0.267741935,0.48409894,0.407534247,0.079881657,0.440972222,0.407534247,0.458041958,-1,0.594095941,0.260450161,0.492907801,0.297385621,0.632958801,0.3125,0.48409894,0.432525952,0.724806202,-1,0.466666667,0.510714286,0.594095941,-1,0.375,0.399317406,0.086053412,0.28990228
4060017640,-1,-1,-1,-1,-1,-1,0.575091575,2.625,,2.506410256,1.497512438,0.176470588,0.183229814,0.297385621,0.304918033,0.238853503,0.466666667,-1,0.008571429,-1,-1,-1,-1,-1,0.196875,-1,-1,-1,-1,0.098507463,0.224683544,0.086053412,-1,-1,-1,-1,-1,0.767716535,0.966244726,0.510714286,0.510714286,-1,-1,0.203761755,0.190031153,0.335548173,-1,0.510714286,0.210691824,0.231746032,-1,0.253205128,0.391156463,0.3125,0.603703704,0.399317406,0.143292683,0.304918033,0.073746313,0.320132013,0.203761755,0.253205128,-1,-1,-1,0.3125,-1,0.367003367,0.031791908,0.28990228,-1,0.238853503,0.320132013,0.343333333,0.41580756,0.061583578,0.41580756,0.267741935,0.149847095,0.224683544,0.304918033,0.014326648,0.092261905,0.432525952,0.210691824,-1,0.335548173,-1,0.210691824,0.203761755,0.037681159,0.28990228,0.067647059,0.375,0.079881657,0.304918033,0.224683544,0.375,0.253205128,0.238853503,0.359060403,-1,0.48409894,0.351170569,0.343333333,0.079881657,0.304918033,0.343333333,0.351170569,0.41580756,0.475352113,0.24600639,0.48409894,0.391156463,0.449477352,0.351170569,0.492907801,0.466666667,0.231746032,0.501779359
4060017650,-1,-1,0.043604651,0.176470588,-1,-1,0.025936599,0.881147541,2.506410256,,3.809917355,0.351170569,0.528776978,0.603703704,0.466666667,0.253205128,0.632958801,-1,0.055555556,-1,0.183229814,0.183229814,-1,0.11746988,0.196875,-1,-1,0.043604651,-1,0.367003367,0.391156463,0.383050847,0.037681159,0.092261905,-1,-1,-1,0.683206107,0.632958801,0.623134328,0.623134328,0.067647059,0.282467532,0.556363636,0.025936599,0.594095941,-1,0.623134328,0.183229814,0.176470588,-1,0.067647059,0.169753086,0.11746988,0.267741935,0.163076923,-1,0.086053412,0.086053412,0.111111111,0.086053412,-1,-1,-1,-1,0.375,-1,0.41580756,-1,0.098507463,-1,0.224683544,0.098507463,0.092261905,0.432525952,-1,0.519713262,0.008571429,0.383050847,0.143292683,0.519713262,0.098507463,0.440972222,0.941422594,0.391156463,0.231746032,0.673003802,0.32781457,0.183229814,0.320132013,0.149847095,0.449477352,0.238853503,0.492907801,0.13030303,0.432525952,0.282467532,0.407534247,0.475352113,0.492907801,0.492907801,-1,0.48409894,0.714285714,0.440972222,0.253205128,0.28990228,0.391156463,0.652830189,0.466666667,0.3125,0.537906137,0.537906137,0.407534247,0.41580756,0.335548173,0.492907801,0.537906137,0.756862745,0.556363636
4060017860,-1,-1,-1,0.031791908,-1,-1,0.11746988,0.673003802,1.497512438,3.809917355,,0.547101449,0.652830189,0.714285714,0.440972222,0.260450161,0.238853503,-1,0.098507463,-1,-1,-1,-1,0.002849003,0.086053412,-1,-1,0.002849003,-1,0.104790419,0.203761755,0.424137931,-1,-1,-1,-1,-1,0.41580756,0.475352113,0.320132013,0.320132013,-1,0.111111111,0.375,0.067647059,0.407534247,-1,0.320132013,0.002849003,0.183229814,-1,-1,0.073746313,-1,0.123867069,-1,-1,-1,-1,-1,0.092261905,-1,-1,-1,-1,0.163076923,-1,0.253205128,0.002849003,-1,-1,0.275080906,0.008571429,-1,0.196875,0.008571429,0.391156463,-1,0.156441718,-1,0.32781457,0.020114943,0.176470588,0.424137931,0.086053412,0.008571429,0.297385621,0.086053412,0.002849003,0.079881657,-1,0.183229814,0.025936599,0.367003367,0.037681159,0.3125,0.383050847,0.28990228,0.190031153,0.203761755,0.383050847,0.014326648,0.210691824,0.297385621,0.304918033,0.190031153,0.267741935,0.049562682,0.297385621,0.565693431,0.48409894,0.297385621,0.3125,0.501779359,0.32781457,0.3125,0.41580756,0.492907801,0.475352113,0.584558824
