Latitude,Longitude,DIS24_First_Step,UpArea
20.974999999999998,99.07499999999987,27.53125,2989845500.0
20.974999999999998,99.12499999999987,24.875,2673121000.0
20.974999999999998,99.17499999999987,22.078125,2414244400.0
20.974999999999998,99.22499999999987,20.734375,2212651300.0
20.974999999999998,99.27499999999986,20.546875,2183868400.0
20.974999999999998,99.32499999999986,,
20.974999999999998,99.37499999999986,,
20.974999999999998,99.42499999999986,,
20.974999999999998,99.47499999999985,,
20.974999999999998,99.52499999999985,,
20.974999999999998,99.57499999999985,,
20.974999999999998,99.62499999999984,,
20.974999999999998,99.67499999999984,,
20.974999999999998,99.72499999999984,,
20.974999999999998,99.77499999999984,,
20.974999999999998,99.82499999999983,11.984375,862940860.0
20.974999999999998,99.87499999999983,,
20.974999999999998,99.92499999999983,,
20.974999999999998,99.97499999999982,,
20.974999999999998,100.02499999999982,,
20.974999999999998,100.07499999999982,,
20.974999999999998,100.12499999999982,,
20.974999999999998,100.17499999999981,,
20.974999999999998,100.22499999999981,,
20.974999999999998,100.2749999999998,,
20.974999999999998,100.3249999999998,,
20.974999999999998,100.3749999999998,,
20.974999999999998,100.4249999999998,,
20.974999999999998,100.4749999999998,,
20.974999999999998,100.52499999999979,842.5469,179919960000.0
20.974999999999998,100.57499999999979,841.71875,179862390000.0
20.974999999999998,100.62499999999979,,
20.974999999999998,100.67499999999978,,
20.974999999999998,100.72499999999978,9.796875,1036062700.0
20.974999999999998,100.77499999999978,9.265625,949695170.0
20.974999999999998,100.82499999999978,9.09375,920912260.0
20.974999999999998,100.87499999999977,6.390625,661771970.0
20.974999999999998,100.92499999999977,5.625,546677950.0
20.974999999999998,100.97499999999977,,
20.974999999999998,101.02499999999976,,
20.974999999999998,101.07499999999976,,
20.974999999999998,101.12499999999976,,
20.974999999999998,101.17499999999976,,
20.974999999999998,101.22499999999975,,
20.974999999999998,101.27499999999975,,
20.974999999999998,101.32499999999975,,
20.974999999999998,101.37499999999974,,
20.974999999999998,101.42499999999974,7.015625,1323033500.0
20.974999999999998,101.47499999999974,2.109375,575356860.0
20.974999999999998,101.52499999999974,1.96875,546573950.0
20.974999999999998,101.57499999999973,,
20.974999999999998,101.62499999999973,,
20.974999999999998,101.67499999999973,,
20.974999999999998,101.72499999999972,,
20.974999999999998,101.77499999999972,,
20.974999999999998,101.82499999999972,,
20.974999999999998,101.87499999999972,,
20.974999999999998,101.92499999999971,,
20.974999999999998,101.97499999999971,,
20.974999999999998,102.02499999999971,,
20.974999999999998,102.0749999999997,3.359375,690347100.0
20.974999999999998,102.1249999999997,3.484375,719130000.0
20.974999999999998,102.1749999999997,,
20.974999999999998,102.2249999999997,9.65625,2217776600.0
20.974999999999998,102.2749999999997,,
20.974999999999998,102.32499999999969,,
20.974999999999998,102.37499999999969,,
20.974999999999998,102.42499999999968,,
20.974999999999998,102.47499999999968,,
20.974999999999998,102.52499999999968,,
20.974999999999998,102.57499999999968,,
20.974999999999998,102.62499999999967,,
20.974999999999998,102.67499999999967,,
20.974999999999998,102.72499999999967,,
20.974999999999998,102.77499999999966,111.671875,18267580000.0
20.974999999999998,102.82499999999966,,
20.974999999999998,102.87499999999966,,
20.974999999999998,102.92499999999966,,
20.974999999999998,102.97499999999965,,
20.974999999999998,103.02499999999965,,
20.974999999999998,103.07499999999965,,
20.974999999999998,103.12499999999964,,
20.974999999999998,103.17499999999964,,
20.974999999999998,103.22499999999964,,
20.974999999999998,103.27499999999964,7.984375,691071900.0
20.974999999999998,103.32499999999963,,
20.974999999999998,103.37499999999963,,
20.974999999999998,103.42499999999963,,
20.974999999999998,103.47499999999962,,
20.974999999999998,103.52499999999962,,
20.974999999999998,103.57499999999962,,
20.974999999999998,103.62499999999962,8.359375,691155900.0
20.974999999999998,103.67499999999961,,
20.974999999999998,103.72499999999961,,
20.974999999999998,103.77499999999961,,
20.974999999999998,103.8249999999996,82.53125,6266898000.0
20.974999999999998,103.8749999999996,,
20.974999999999998,103.9249999999996,,
20.974999999999998,103.9749999999996,,
20.974999999999998,104.0249999999996,,
20.974999999999998,104.07499999999959,,
20.974999999999998,104.12499999999959,,
20.974999999999998,104.17499999999959,,
20.974999999999998,104.22499999999958,,
20.974999999999998,104.27499999999958,,
20.974999999999998,104.32499999999958,,
20.974999999999998,104.37499999999957,,
20.974999999999998,104.42499999999957,3.296875,691324540.0
20.974999999999998,104.47499999999957,,
20.974999999999998,104.52499999999957,,
20.974999999999998,104.57499999999956,,
20.974999999999998,104.62499999999956,,
20.974999999999998,104.67499999999956,,
20.974999999999998,104.72499999999955,,
20.974999999999998,104.77499999999955,,
20.974999999999998,104.82499999999955,,
20.974999999999998,104.87499999999955,,
20.974999999999998,104.92499999999954,383.21875,48596960000.0
20.974999999999998,104.97499999999954,,
20.974999999999998,105.02499999999954,,
20.974999999999998,105.07499999999953,,
20.974999999999998,105.12499999999953,,
20.974999999999998,105.17499999999953,,
20.974999999999998,105.22499999999953,,
20.974999999999998,105.27499999999952,,
20.974999999999998,105.32499999999952,397.25,50383130000.0
20.974999999999998,105.37499999999952,,
20.974999999999998,105.42499999999951,,
20.974999999999998,105.47499999999951,,
20.974999999999998,105.52499999999951,,
20.974999999999998,105.5749999999995,11.75,604120900.0
20.974999999999998,105.6249999999995,,
20.974999999999998,105.6749999999995,,
20.974999999999998,105.7249999999995,,
20.974999999999998,105.7749999999995,,
20.974999999999998,105.82499999999949,,
20.974999999999998,105.87499999999949,,
20.974999999999998,105.92499999999949,1217.9531,136691110000.0
20.974999999999998,105.97499999999948,,
20.974999999999998,106.025,,
20.924999999999997,96.975,,
20.924999999999997,97.02499999999999,,
20.924999999999997,97.07499999999999,,
20.924999999999997,97.12499999999999,,
20.924999999999997,97.17499999999998,,
20.924999999999997,97.22499999999998,,
20.924999999999997,97.27499999999998,,
20.924999999999997,97.32499999999997,,
20.924999999999997,97.37499999999997,9.703125,1409000800.0
20.924999999999997,97.42499999999997,,
20.924999999999997,97.47499999999997,,
20.924999999999997,97.52499999999996,,
20.924999999999997,97.57499999999996,,
20.924999999999997,97.62499999999996,,
20.924999999999997,97.67499999999995,,
20.924999999999997,97.72499999999995,39.390625,4938002400.0
20.924999999999997,97.77499999999995,39.546875,4966795000.0
20.924999999999997,97.82499999999995,,
20.924999999999997,97.87499999999994,40.5,5139605000.0
20.924999999999997,97.92499999999994,41.171875,5254737000.0
20.924999999999997,97.97499999999994,43.1875,5658165000.0
20.924999999999997,98.02499999999993,,
20.924999999999997,98.07499999999993,54.453125,7182025000.0
20.924999999999997,98.12499999999993,,
20.924999999999997,98.17499999999993,,
20.924999999999997,98.22499999999992,,
20.924999999999997,98.27499999999992,,
20.924999999999997,98.32499999999992,,
20.924999999999997,98.37499999999991,,
20.924999999999997,98.42499999999991,,
20.924999999999997,98.47499999999991,589.21875,176908040000.0
20.924999999999997,98.5249999999999,,
20.924999999999997,98.5749999999999,,
20.924999999999997,98.6249999999999,,
20.924999999999997,98.6749999999999,,
20.924999999999997,98.7249999999999,,
20.924999999999997,98.77499999999989,3.859375,547278850.0
20.924999999999997,98.82499999999989,,
20.924999999999997,98.87499999999989,,
20.924999999999997,98.92499999999988,,
20.924999999999997,98.97499999999988,,
20.924999999999997,99.02499999999988,,
20.924999999999997,99.07499999999987,27.84375,3018637800.0
20.924999999999997,99.12499999999987,,
20.924999999999997,99.17499999999987,,
20.924999999999997,99.22499999999987,,
20.924999999999997,99.27499999999986,,
20.924999999999997,99.32499999999986,,
20.924999999999997,99.37499999999986,,
20.924999999999997,99.42499999999986,,
20.924999999999997,99.47499999999985,,
20.924999999999997,99.52499999999985,,
20.924999999999997,99.57499999999985,,
20.924999999999997,99.62499999999984,,
20.924999999999997,99.67499999999984,,
20.924999999999997,99.72499999999984,,
20.924999999999997,99.77499999999984,,
20.924999999999997,99.82499999999983,12.96875,920534900.0
20.924999999999997,99.87499999999983,,
20.924999999999997,99.92499999999983,,
20.924999999999997,99.97499999999982,,
20.924999999999997,100.02499999999982,,
20.924999999999997,100.07499999999982,,
20.924999999999997,100.12499999999982,,
20.924999999999997,100.17499999999981,,
20.924999999999997,100.22499999999981,,
20.924999999999997,100.2749999999998,,
20.924999999999997,100.3249999999998,,
20.924999999999997,100.3749999999998,,
20.924999999999997,100.4249999999998,,
20.924999999999997,100.4749999999998,,
20.924999999999997,100.52499999999979,842.90625,179948750000.0
20.924999999999997,100.57499999999979,,
20.924999999999997,100.62499999999979,10.4375,1122439700.0
20.924999999999997,100.67499999999978,10.1875,1093647400.0
20.924999999999997,100.72499999999978,9.96875,1064855040.0
20.924999999999997,100.77499999999978,,
20.924999999999997,100.82499999999978,,
20.924999999999997,100.87499999999977,,
20.924999999999997,100.92499999999977,,
20.924999999999997,100.97499999999977,,
20.924999999999997,101.02499999999976,,
20.924999999999997,101.07499999999976,,
20.924999999999997,101.12499999999976,,
20.924999999999997,101.17499999999976,,
20.924999999999997,101.22499999999975,,
20.924999999999997,101.27499999999975,,
20.924999999999997,101.32499999999975,,
20.924999999999997,101.37499999999974,,
20.924999999999997,101.42499999999974,9.078125,1639692700.0
20.924999999999997,101.47499999999974,,
20.924999999999997,101.52499999999974,,
20.924999999999997,101.57499999999973,,
20.924999999999997,101.62499999999973,,
20.924999999999997,101.67499999999973,,
20.924999999999997,101.72499999999972,,
20.924999999999997,101.77499999999972,,
20.924999999999997,101.82499999999972,,
20.924999999999997,101.87499999999972,,
20.924999999999997,101.92499999999971,,
20.924999999999997,101.97499999999971,,
20.924999999999997,102.02499999999971,,
20.924999999999997,102.0749999999997,,
20.924999999999997,102.1249999999997,3.703125,776714600.0
20.924999999999997,102.1749999999997,8.828125,2045041700.0
20.924999999999997,102.2249999999997,9.390625,2160211000.0
20.924999999999997,102.2749999999997,,
20.924999999999997,102.32499999999969,,
20.924999999999997,102.37499999999969,,
20.924999999999997,102.42499999999968,,
20.924999999999997,102.47499999999968,,
20.924999999999997,102.52499999999968,,
20.924999999999997,102.57499999999968,,
20.924999999999997,102.62499999999967,,
20.924999999999997,102.67499999999967,,
20.924999999999997,102.72499999999967,,
20.924999999999997,102.77499999999966,111.890625,18353949000.0
20.924999999999997,102.82499999999966,,
20.924999999999997,102.87499999999966,,
20.924999999999997,102.92499999999966,,
20.924999999999997,102.97499999999965,,
20.924999999999997,103.02499999999965,,
20.924999999999997,103.07499999999965,,
20.924999999999997,103.12499999999964,,
20.924999999999997,103.17499999999964,,
20.924999999999997,103.22499999999964,,
20.924999999999997,103.27499999999964,,
20.924999999999997,103.32499999999963,,
20.924999999999997,103.37499999999963,,
20.924999999999997,103.42499999999963,,
20.924999999999997,103.47499999999962,,
20.924999999999997,103.52499999999962,,
20.924999999999997,103.57499999999962,,
20.924999999999997,103.62499999999962,,
20.924999999999997,103.67499999999961,,
20.924999999999997,103.72499999999961,,
20.924999999999997,103.77499999999961,,
20.924999999999997,103.8249999999996,,
20.924999999999997,103.8749999999996,83.75,6410840600.0
20.924999999999997,103.9249999999996,84.65625,6497189400.0
20.924999999999997,103.9749999999996,87.890625,6871292000.0
20.924999999999997,104.0249999999996,,
20.924999999999997,104.07499999999959,,
20.924999999999997,104.12499999999959,,
20.924999999999997,104.17499999999959,,
20.924999999999997,104.22499999999958,,
20.924999999999997,104.27499999999958,,
20.924999999999997,104.32499999999958,,
20.924999999999997,104.37499999999957,,
20.924999999999997,104.42499999999957,,
20.924999999999997,104.47499999999957,2.640625,518570620.0
20.924999999999997,104.52499999999957,,
20.924999999999997,104.57499999999956,,
20.924999999999997,104.62499999999956,,
20.924999999999997,104.67499999999956,,
20.924999999999997,104.72499999999955,,
20.924999999999997,104.77499999999955,,
20.924999999999997,104.82499999999955,,
20.924999999999997,104.87499999999955,,
20.924999999999997,104.92499999999954,383.79688,48654540000.0
20.924999999999997,104.97499999999954,385.73438,48798454000.0
20.924999999999997,105.02499999999954,,
20.924999999999997,105.07499999999953,,
20.924999999999997,105.12499999999953,,
20.924999999999997,105.17499999999953,,
20.924999999999997,105.22499999999953,,
20.924999999999997,105.27499999999952,,
20.924999999999997,105.32499999999952,397.17188,50296775000.0
20.924999999999997,105.37499999999952,,
20.924999999999997,105.42499999999951,,
20.924999999999997,105.47499999999951,,
20.924999999999997,105.52499999999951,,
20.924999999999997,105.5749999999995,18.234375,892137860.0
20.924999999999997,105.6249999999995,12.40625,632913200.0
20.924999999999997,105.6749999999995,,
20.924999999999997,105.7249999999995,,
20.924999999999997,105.7749999999995,,
20.924999999999997,105.82499999999949,,
20.924999999999997,105.87499999999949,1214.3594,136719910000.0
20.924999999999997,105.92499999999949,,
20.924999999999997,105.97499999999948,,
20.924999999999997,106.025,,
20.874999999999996,96.975,,
20.874999999999996,97.02499999999999,,
20.874999999999996,97.07499999999999,,
20.874999999999996,97.12499999999999,,
20.874999999999996,97.17499999999998,,
20.874999999999996,97.22499999999998,,
20.874999999999996,97.27499999999998,,
20.874999999999996,97.32499999999997,,
20.874999999999996,97.37499999999997,10.96875,1639535700.0
20.874999999999996,97.42499999999997,11.171875,1668337400.0
20.874999999999996,97.47499999999997,,
20.874999999999996,97.52499999999996,,
20.874999999999996,97.57499999999996,,
20.874999999999996,97.62499999999996,,
20.874999999999996,97.67499999999995,4.609375,634047940.0
20.874999999999996,97.72499999999995,4.75,662849660.0
20.874999999999996,97.77499999999995,,
20.874999999999996,97.82499999999995,40.046875,5053219000.0
20.874999999999996,97.87499999999994,40.34375,5110812700.0
20.874999999999996,97.92499999999994,,
20.874999999999996,97.97499999999994,42.875,5600571400.0
20.874999999999996,98.02499999999993,,
20.874999999999996,98.07499999999993,54.625,7210827000.0
20.874999999999996,98.12499999999993,,
20.874999999999996,98.17499999999993,,
20.874999999999996,98.22499999999992,,
20.874999999999996,98.27499999999992,,
20.874999999999996,98.32499999999992,,
20.874999999999996,98.37499999999991,,
20.874999999999996,98.42499999999991,,
20.874999999999996,98.47499999999991,589.9219,176994440000.0
20.874999999999996,98.5249999999999,,
20.874999999999996,98.5749999999999,,
20.874999999999996,98.6249999999999,,
20.874999999999996,98.6749999999999,,
20.874999999999996,98.7249999999999,,
20.874999999999996,98.77499999999989,,
20.874999999999996,98.82499999999989,,
20.874999999999996,98.87499999999989,,
20.874999999999996,98.92499999999988,,
20.874999999999996,98.97499999999988,,
20.874999999999996,99.02499999999988,28.796875,3105024300.0
20.874999999999996,99.07499999999987,,
20.874999999999996,99.12499999999987,,
20.874999999999996,99.17499999999987,,
20.874999999999996,99.22499999999987,,
20.874999999999996,99.27499999999986,,
20.874999999999996,99.32499999999986,,
20.874999999999996,99.37499999999986,,
20.874999999999996,99.42499999999986,,
20.874999999999996,99.47499999999985,,
20.874999999999996,99.52499999999985,,
20.874999999999996,99.57499999999985,,
20.874999999999996,99.62499999999984,,
20.874999999999996,99.67499999999984,,
20.874999999999996,99.72499999999984,,
20.874999999999996,99.77499999999984,,
20.874999999999996,99.82499999999983,,
20.874999999999996,99.87499999999983,16.234375,1122090500.0
20.874999999999996,99.92499999999983,26.921875,1842067000.0
20.874999999999996,99.97499999999982,,
20.874999999999996,100.02499999999982,,
20.874999999999996,100.07499999999982,,
20.874999999999996,100.12499999999982,,
20.874999999999996,100.17499999999981,,
20.874999999999996,100.22499999999981,,
20.874999999999996,100.2749999999998,,
20.874999999999996,100.3249999999998,,
20.874999999999996,100.3749999999998,,
20.874999999999996,100.4249999999998,,
20.874999999999996,100.4749999999998,,
20.874999999999996,100.52499999999979,844.5625,180063940000.0
20.874999999999996,100.57499999999979,845.1094,180121530000.0
20.874999999999996,100.62499999999979,856.0781,181301580000.0
20.874999999999996,100.67499999999978,,
20.874999999999996,100.72499999999978,,
20.874999999999996,100.77499999999978,,
20.874999999999996,100.82499999999978,,
20.874999999999996,100.87499999999977,,
20.874999999999996,100.92499999999977,,
20.874999999999996,100.97499999999977,,
20.874999999999996,101.02499999999976,,
20.874999999999996,101.07499999999976,,
20.874999999999996,101.12499999999976,,
20.874999999999996,101.17499999999976,,
20.874999999999996,101.22499999999975,,
20.874999999999996,101.27499999999975,,
20.874999999999996,101.32499999999975,,
20.874999999999996,101.37499999999974,3.953125,518551900.0
20.874999999999996,101.42499999999974,13.171875,2187046400.0
20.874999999999996,101.47499999999974,13.28125,2215848200.0
20.874999999999996,101.52499999999974,,
20.874999999999996,101.57499999999973,,
20.874999999999996,101.62499999999973,,
20.874999999999996,101.67499999999973,,
20.874999999999996,101.72499999999972,1.765625,575893300.0
20.874999999999996,101.77499999999972,,
20.874999999999996,101.82499999999972,,
20.874999999999996,101.87499999999972,,
20.874999999999996,101.92499999999971,,
20.874999999999996,101.97499999999971,,
20.874999999999996,102.02499999999971,,
20.874999999999996,102.0749999999997,,
20.874999999999996,102.1249999999997,3.8125,805516350.0
20.874999999999996,102.1749999999997,8.5625,1987447700.0
20.874999999999996,102.2249999999997,,
20.874999999999996,102.2749999999997,,
20.874999999999996,102.32499999999969,,
20.874999999999996,102.37499999999969,,
20.874999999999996,102.42499999999968,,
20.874999999999996,102.47499999999968,,
20.874999999999996,102.52499999999968,,
20.874999999999996,102.57499999999968,,
20.874999999999996,102.62499999999967,,
20.874999999999996,102.67499999999967,,
20.874999999999996,102.72499999999967,114.15625,19016190000.0
20.874999999999996,102.77499999999966,113.078125,18785757000.0
20.874999999999996,102.82499999999966,,
20.874999999999996,102.87499999999966,,
20.874999999999996,102.92499999999966,,
20.874999999999996,102.97499999999965,,
20.874999999999996,103.02499999999965,,
20.874999999999996,103.07499999999965,,
20.874999999999996,103.12499999999964,,
20.874999999999996,103.17499999999964,,
20.874999999999996,103.22499999999964,,
20.874999999999996,103.27499999999964,,
20.874999999999996,103.32499999999963,,
20.874999999999996,103.37499999999963,,
20.874999999999996,103.42499999999963,,
20.874999999999996,103.47499999999962,,
20.874999999999996,103.52499999999962,,
20.874999999999996,103.57499999999962,,
20.874999999999996,103.62499999999962,,
20.874999999999996,103.67499999999961,,
20.874999999999996,103.72499999999961,,
20.874999999999996,103.77499999999961,,
20.874999999999996,103.8249999999996,,
20.874999999999996,103.8749999999996,,
20.874999999999996,103.9249999999996,,
20.874999999999996,103.9749999999996,89.125,7015309300.0
20.874999999999996,104.0249999999996,,
20.874999999999996,104.07499999999959,,
20.874999999999996,104.12499999999959,,
20.874999999999996,104.17499999999959,,
20.874999999999996,104.22499999999958,,
20.874999999999996,104.27499999999958,,
20.874999999999996,104.32499999999958,,
20.874999999999996,104.37499999999957,,
20.874999999999996,104.42499999999957,,
20.874999999999996,104.47499999999957,,
20.874999999999996,104.52499999999957,,
20.874999999999996,104.57499999999956,,
20.874999999999996,104.62499999999956,,
20.874999999999996,104.67499999999956,,
20.874999999999996,104.72499999999955,,
20.874999999999996,104.77499999999955,,
20.874999999999996,104.82499999999955,,
20.874999999999996,104.87499999999955,,
20.874999999999996,104.92499999999954,,
20.874999999999996,104.97499999999954,391.03125,49201828000.0
20.874999999999996,105.02499999999954,391.125,49230630000.0
20.874999999999996,105.07499999999953,,
20.874999999999996,105.12499999999953,,
20.874999999999996,105.17499999999953,,
20.874999999999996,105.22499999999953,,
20.874999999999996,105.27499999999952,,
20.874999999999996,105.32499999999952,397.25,50267984000.0
20.874999999999996,105.37499999999952,,
20.874999999999996,105.42499999999951,,
20.874999999999996,105.47499999999951,,
20.874999999999996,105.52499999999951,,
20.874999999999996,105.5749999999995,,
20.874999999999996,105.6249999999995,22.4375,1064966700.0
20.874999999999996,105.6749999999995,23.640625,1122579500.0
20.874999999999996,105.7249999999995,,
20.874999999999996,105.7749999999995,,
20.874999999999996,105.82499999999949,,
20.874999999999996,105.87499999999949,1210.4219,136748710000.0
20.874999999999996,105.92499999999949,1203.5156,136777515000.0
20.874999999999996,105.97499999999948,,
20.874999999999996,106.025,,
20.824999999999996,96.975,,
20.824999999999996,97.02499999999999,,
20.824999999999996,97.07499999999999,,
20.824999999999996,97.12499999999999,,
20.824999999999996,97.17499999999998,,
20.824999999999996,97.22499999999998,,
20.824999999999996,97.27499999999998,,
20.824999999999996,97.32499999999997,,
20.824999999999996,97.37499999999997,11.34375,1697148400.0
20.824999999999996,97.42499999999997,12.203125,1812345700.0
20.824999999999996,97.47499999999997,,
20.824999999999996,97.52499999999996,,
20.824999999999996,97.57499999999996,,
20.824999999999996,97.62499999999996,,
20.824999999999996,97.67499999999995,4.015625,547652160.0
20.824999999999996,97.72499999999995,,
